detailCategory,detailSource,partner,period,paymentId,txnType,speedFlag,processingMethod,payerFunding,payeeFunding,payerCcy,payeeCcy,payerCountry,payeeCountry,accountId,paymentType,submissionDate,creditCompleteDate,creditCompleteMonth,payerEmail,payerBusinessName,payeeEmail,payeeBusinessName,creditRail,transactionProcessingMethodRaw,fundingMethodUsed,payeeAmountCurrency,payeeAmount,usdAmountDebited,paymentUsdEquivalentAmount,estRevenue,txnTypeRaw,isRTP,isFasterAch,partnerGroupSource,initiatorStatus,typeDefn,reversalDate,paymentPriority,stampliFxDirection,customerMarkupPct,stampliBuyRatePct,stampliMarkupPct,stampliMarkupPctCalculated,stampliMarkupPctUsed,stampliMarkupPctMatchesSheet,stampliMarkupAmount,stampliMarkupAmountProvided,stampliMarkupAmountCalculated,stampliMarkupAmountMatchesSheet,midMarketFallbackUsed
transaction,offline_billing,Stampli,2026-05,7346725,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1875643,payment,2026-04-27,2026-05-01,2026-05,8144144951773930665938a3d96c4e44cd58e2d47182c0d0350@stampli.com,Avista Nursing and Rehab,preferredcare-2c150d39-4b91-4b77-88b2-bb11947b2551-USD@stampli.com,Twin Med,CITI,Nacha,Bank,USD,136.63,136.63,136.63,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7341772,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1833232,payment,2026-04-27,2026-05-01,2026-05,87378518517701388817ae8e52d9d704c5a86a83807c493e561@stampli.com,SBO MSO LLC,suburbanortho-d489a059-b50b-46ac-9056-13d4e9c269cf-USD@stampli.com,"Henry Schein, Inc.",CITI,Nacha,Bank,USD,169.38,169.38,169.38,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7353571,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1433603,payment,2026-04-28,2026-05-04,2026-05,35252338317302277590a7d3e10d4d14a7588f56ef9b39548a6@stampli.com,Cordant Heath Solutions,cordanths-b6bf673f-9aa7-443d-87ed-c65a4c3cbb85-USD@stampli.com,Iron Mountain,CITI,Nacha,Bank,USD,511.65,511.65,511.65,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7339684,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1478858,payment,2026-04-27,2026-05-01,2026-05,2080551271736696724fbec15b5c79b465985e75f1a03ae31c7@stampli.com,DREAMWAVE LLC,bentexgroup-72338f33-3fc9-4d45-ab08-f6d35540b07b-USD@stampli.com,FLASH RETAIL SOLUTIONS LLC,CITI,Nacha,Bank,USD,60,60,60,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7352028,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1756797,payment,2026-04-28,2026-05-04,2026-05,4318514231763411438c1f76199a2524b78b5db86216aecf430@stampli.com,"Webco Manufacturing, Inc.",webco-b765ca23-561c-4088-88b8-4d68fa7a05d3-USD@stampli.com,REGAL PLASTICS SUPPLY CO,CITI,Nacha,Bank,USD,4251.57,4251.57,4251.57,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7353966,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1772088,payment,2026-04-28,2026-05-04,2026-05,591782528176468948295d518793e754099a38d954e58af9e96@stampli.com,John R Wood Properties,johnrwoodproperties-1443d7ca-a51d-442c-b8ca-60d8bec0f82a-USD@stampli.com,"NECO 765 5th Avenue South, LLC",CITI,Nacha,Bank,USD,43328.13,43328.13,43328.13,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7356081,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1776048,payment,2026-04-28,2026-05-04,2026-05,92005772717649531274849ef31f29340f2a137c44164046802@stampli.com,Chugach School District,chugachschools-44f706ec-4e0f-4a52-b883-197e8e993b56-USD@stampli.com,"RAMIREZ, KYLE",CITI,Nacha,Bank,USD,270,270,270,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7346781,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1405049,payment,2026-04-27,2026-05-01,2026-05,1316566511726582527c9cd1f8b291b4eee8c03e22a2b87c716@stampli.com,"Hadassah, The Women's Zionist Organization of America, Inc.",hadassah-f4231a9e-16ae-40a9-be8f-b0fca3bc68b8-USD@stampli.com,ADAM WOLFTHAL,CITI,Nacha,Bank,USD,190.85,190.85,190.85,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7342674,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1776048,payment,2026-04-27,2026-05-01,2026-05,92005772717649531274849ef31f29340f2a137c44164046802@stampli.com,Chugach School District,chugachschools-be284944-ff30-4429-8de0-60cf945ff34a-USD@stampli.com,"HAINES, SETH",CITI,Nacha,Bank,USD,45,45,45,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7343595,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1732777,payment,2026-04-27,2026-05-01,2026-05,27288557217613162542850d87982874bc393d81113aac09f97@stampli.com,"Strategic Dental Executives, LLC",cdp-f37af11c-edf1-434e-a4a0-56e926d8d1c5-USD@stampli.com,Specialty Appliances,CITI,Nacha,Bank,USD,10778.58,10778.58,10778.58,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7353032,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1576444,payment,2026-04-28,2026-05-04,2026-05,271182232174681293327931234f7354dbeaa2b66d3cf3d309a@stampli.com,National Debt Relief LLC,ndr-8f21370c-f4bd-470f-8f64-cb855b8095cd-USD@stampli.com,DFO Performance LTD,CITI,Nacha,Bank,USD,173040,173040,173040,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7355667,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1420833,payment,2026-04-28,2026-05-04,2026-05,93226879917285812507fb9cac0788d4d7cbe62451262d004ab@stampli.com,Moments Hospice of Peoria LLC,moments-e83848af-8e73-439d-94f6-6ed9ba46f15d-USD@stampli.com,MNJ Management LLC,CITI,Nacha,Bank,USD,2000,2000,2000,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7356495,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1642135,payment,2026-04-29,2026-05-04,2026-05,33130047017532864287c9e60756a9a4fba9f3d18314e461a1c@stampli.com,"Explor Olympic, LLC",explorusap-3e99749b-ec31-4118-9066-e49567cd11f8-USD@stampli.com,Olympic Laundry and Cleaners Inc,CITI,Nacha,Bank,USD,10784.97,10784.97,10784.97,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7354793,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1805373,payment,2026-04-28,2026-05-04,2026-05,5221656051767705693a6fc0f51d24143b9882a9fa9c8df50fc@stampli.com,Meridian Capital Group LLC,meridian-1b3361ee-2870-4086-98fd-0aa28a2cf1bb-USD@stampli.com,Area Visuals LLC,CITI,Nacha,Bank,USD,750,750,750,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7350819,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1406628,payment,2026-04-28,2026-05-04,2026-05,2044835191726768113f26f654c33c4469bb7b5bb631e9335c4@stampli.com,Estate and Long Term Care Planning,eltcp-d98e1a25-e6f3-4f6a-bf03-28c89ef229fe-USD@stampli.com,Keystone Advertising Specialties,CITI,Nacha,Bank,USD,494.8,494.8,494.8,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7339918,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1740028,payment,2026-04-27,2026-05-01,2026-05,2015824081761924640330ea4b1235d4a05a0db8eda5ebcb54b@stampli.com,"Raleigh Durham Medical Group, PA + RDMG Associates, PA",praxiop-00672d12-369a-486b-b867-7d40c8c3051e-USD@stampli.com,Heritage Urgent Care,CITI,Nacha,Bank,USD,10000,10000,10000,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7347771,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1776048,payment,2026-04-27,2026-05-01,2026-05,92005772717649531274849ef31f29340f2a137c44164046802@stampli.com,Chugach School District,chugachschools-60f50ff7-7a15-47fb-b8b6-aa8d0162254f-USD@stampli.com,"GREENWAY, TRACY",CITI,Nacha,Bank,USD,28.76,28.76,28.76,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7345273,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1423600,payment,2026-04-27,2026-05-01,2026-05,84495516617289657292e89cecec4c2435c95b729cc904d3272@stampli.com,Golden Hill Nursing &amp; Rehabilitation,infinitecare-c6115412-923b-43d1-aaa7-b5fbf22d9f7e-USD@stampli.com,Rockland Bakery Inc.,CITI,Nacha,Bank,USD,1282.16,1282.16,1282.16,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7352536,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1399455,payment,2026-04-28,2026-05-04,2026-05,824154223172597964447d50867a429468cbf12c343bd53890e@stampli.com,Togetherwork Holdings LLC,togetherwork-04a27df0-0037-46a4-a7b1-d38c34a28cfc-USD@stampli.com,R Systems International Limited,CITI,Nacha,Bank,USD,11152,11152,11152,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7347712,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1792020,payment,2026-04-27,2026-05-01,2026-05,9528759311766436651ce7355f1566d44ea9cd80291ad70e99a@stampli.com,American Golf Corporation,agc-f5e18aaa-30e5-4cdb-a313-184fa5885a3d-USD@stampli.com,"Canon U.S.A., Inc",CITI,Nacha,Bank,USD,27.66,27.66,27.66,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7343408,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1414304,payment,2026-04-27,2026-05-01,2026-05,95454852117277327214e37373c4f2f4edc89904c8fefad9d5d@stampli.com,ICEF Public Schools,icefps-e91238d5-ff6a-4dd9-8b0c-e6fbbb8d5655-USD@stampli.com,Socalgas,CITI,Nacha,Bank,USD,29.52,29.52,29.52,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7342601,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1333652,payment,2026-04-27,2026-05-01,2026-05,3008935811716928243e906e45f35ba487c907582519379338d@stampli.com,"National Grid Renewables Development, LLC",nationalgridrenewables-c92545ab-30a0-45f8-b36a-b0431cff01ea-USD@stampli.com,Vilhauer Land Limited Partnership,CITI,Nacha,Bank,USD,56548,56548,56548,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7351927,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1904876,payment,2026-04-28,2026-05-04,2026-05,83232742517761789440d55e7fd028d4ab7afd8dea8a6475d84@stampli.com,Crescent Cities Nursing and Rehabilitation,hrtgcs-dccd8f98-6838-47e1-b7f7-0c6ee8114137-USD@stampli.com,Medical Facilities of America Consulting,CITI,Nacha,Bank,USD,11536.31,11536.31,11536.31,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7356767,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1546568,payment,2026-04-29,2026-05-04,2026-05,92370490317435277283ab27d3aa05447c08457f013b5ec7d53@stampli.com,Elevated Hospitality LLC,explorusap-906a1cad-b842-4d7f-8413-265d51d5c95a-USD@stampli.com,Cameron Killmon,CITI,Nacha,Bank,USD,800,800,800,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7339721,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1607547,payment,2026-04-27,2026-05-01,2026-05,20300284217496477269465071ec84b4c4f9372359608dbac89@stampli.com,"Blacksburg Neurology, Inc. d/b/a Blue Ridge Associates in Neurology",fountainrx-fa9c8de2-ddd8-4fea-931a-25d10115f844-USD@stampli.com,"FFF Enterprises, Inc.",CITI,Nacha,Bank,USD,13205.91,13205.91,13205.91,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7351906,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1414162,payment,2026-04-28,2026-05-04,2026-05,2047553131727721923bf5d0693f5844d8d92fb3ae17ab0736f@stampli.com,"Pe Ben USA, Inc",pebenusa-5c86f758-24bb-4038-9d80-343485622a48-USD@stampli.com,Capital 529 Partners LLC,CITI,Nacha,Bank,USD,48330,48330,48330,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7351060,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1905344,payment,2026-04-28,2026-05-04,2026-05,1336700361776194123f52311c87d564b519bf71f87775bd9b1@stampli.com,359 E. 21st St. Corp.,yucoinc-68db07c2-5158-4e61-9afc-ee5b67f492b2-USD@stampli.com,Brickman Marts LTD,CITI,Nacha,Bank,USD,200.06,200.06,200.06,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7346125,USD Abroad,Standard,Wire,Bank,Bank,USD,USD,US,CN,1478856,payment,2026-04-27,2026-05-01,2026-05,8236796931736696718cb3d1e1d70794904a80d14f91b6ee531@stampli.com,ONE DESIGN HOME INTERNATIONAL LLC,bentexgroup-aba4061e-e2c5-47fe-85e7-ee52829c7b97-USD@stampli.com,"JIANGMEN LANGJIE TRADING CO., LTD.",CITI,Wire,Bank,USD,61133.6,61133.6,61133.6,0,USD Abroad,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7354995,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1904972,payment,2026-04-28,2026-05-04,2026-05,8624962241776180687675b5e4bb87349908abf205f921439b9@stampli.com,Virginia Beach Healthcare,hrtgcs-dac09aea-dd17-4479-b671-87359bfe67e9-USD@stampli.com,"LTC Technologies, Inc.",CITI,Nacha,Bank,USD,125,125,125,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7348800,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1478858,payment,2026-04-28,2026-05-04,2026-05,2080551271736696724fbec15b5c79b465985e75f1a03ae31c7@stampli.com,DREAMWAVE LLC,bentexgroup-858716a8-9ef0-444f-a969-e89d147682b0-USD@stampli.com,GOH EXPRESS INC,CITI,Nacha,Bank,USD,275,275,275,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7368468,Domestic,FasterACH,ACH,Bank,Bank,USD,USD,US,US,1509264,payment,2026-04-30,2026-05-01,2026-05,84208177017398899206d2880772d7841f99d62cfbedd3510b1@stampli.com,"Apex Service Partners, LLC",aps-c8b6530b-10f4-4157-a179-4c205011fb95-USD@stampli.com,Jonathan Anthony Matamoros,CITI,Nacha,Bank,USD,1295,1295,1295,0,Domestic,false,true,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7343118,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1410270,payment,2026-04-27,2026-05-01,2026-05,9220903131727290836cc51c8a3c1da4abdb32080a38ee55f0f@stampli.com,Waterman,adventgroup-e40a8eee-9413-4967-aa99-30b4b5d0eb11-USD@stampli.com,CareOne Pharmacy Services,CITI,Nacha,Bank,USD,67443.82,67443.82,67443.82,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7345005,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1904912,payment,2026-04-27,2026-05-01,2026-05,8624953321776179751e1ab7b69612747cbaee9de06ac30565b@stampli.com,Pulaski Health and Rehabilitation Center,hrtgcs-0cf42a5e-3837-42b6-a9c5-d8d034974bba-USD@stampli.com,Gentell,CITI,Nacha,Bank,USD,3085.5,3085.5,3085.5,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7345330,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1904983,payment,2026-04-27,2026-05-01,2026-05,86246246917761807158354c946f3be48d8a77c5ade90b0b437@stampli.com,Stanleytown Health,hrtgcs-4060f398-43b5-4c91-b1d2-3f7d374caca8-USD@stampli.com,Quality Vascular Access,CITI,Nacha,Bank,USD,1225,1225,1225,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7340337,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1461137,payment,2026-04-27,2026-05-01,2026-05,20437645017341057321689cf3ea0074bc8852c7b0f2acaadaf@stampli.com,"Cescaphe Limited, LLC",cescaphe-988430bf-fb49-4d73-a9fc-8a1bec1033a2-USD@stampli.com,"ScentAir Technologies, LLC",CITI,Nacha,Bank,USD,305.64,305.64,305.64,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7346029,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1832100,payment,2026-04-27,2026-05-01,2026-05,9528759311770067863a087316bb037458e95dd1d3ef6d3166b@stampli.com,American Golf Corporation,agc-c327cec3-f592-44fb-acea-3dc355ef2b4d-USD@stampli.com,Taylor Made,CITI,Nacha,Bank,USD,9132.97,9132.97,9132.97,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7352539,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1818044,payment,2026-04-28,2026-05-04,2026-05,9222175391768852734eb56caaa7e6d4a4f993f050072edc36b@stampli.com,Celebration,adventgroup-0bb2fabe-9992-47c0-9f3d-c98fb327c106-USD@stampli.com,"AIRGAS USA, LLC",CITI,Nacha,Bank,USD,1184.02,1184.02,1184.02,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7342892,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1732777,payment,2026-04-27,2026-05-01,2026-05,27288557217613162542850d87982874bc393d81113aac09f97@stampli.com,"Strategic Dental Executives, LLC",cdp-6d5674dc-ef13-4c10-8bd5-8f343e476c65-USD@stampli.com,"Hiossen, Inc.",CITI,Nacha,Bank,USD,1076.72,1076.72,1076.72,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7346300,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1344548,payment,2026-04-27,2026-05-01,2026-05,81138962917186220555ea641d73a4c46f2ae17a2235d59a72c@stampli.com,Ollie Pets Inc.,olliepets-bf0eb3c4-b863-40f7-a9bc-b3651acbede0-USD@stampli.com,Forvis Mazars LLP,CITI,Nacha,Bank,USD,7633.97,7633.97,7633.97,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7353749,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1819756,payment,2026-04-28,2026-05-04,2026-05,92215963117690094057ae990f295964cbdb9a3e3a854f4cae7@stampli.com,Lake Zephyr,adventgroup-f3a5620f-eabe-42b0-942c-fc22517c6607-USD@stampli.com,PAMSKI SOLUTIONS,CITI,Nacha,Bank,USD,75,75,75,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7346876,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1822731,payment,2026-04-27,2026-05-01,2026-05,8509656391769201137ac42d5555afa4a3398d755396182bd20@stampli.com,"Star Furniture Company, LLC",starfurniture-57af7bce-cbe3-4bb1-a670-81c4c56b67e9-USD@stampli.com,BASSETT MIRROR,CITI,Nacha,Bank,USD,22694.23,22694.23,22694.23,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7354253,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1398663,payment,2026-04-28,2026-05-04,2026-05,4741219141725907143caf7a06eebd44e1180f9fe548d2bba9d@stampli.com,Sage Oak Charter Schools,sageoak-c67fd283-d1dd-4e6b-97a8-040e4fc6827f-USD@stampli.com,Zaner-Bloser Educational Publishers,CITI,Nacha,Bank,USD,42.88,42.88,42.88,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7354546,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1904972,payment,2026-04-28,2026-05-04,2026-05,8624962241776180687675b5e4bb87349908abf205f921439b9@stampli.com,Virginia Beach Healthcare,hrtgcs-fcf89ba3-57b9-4682-8b26-6c225cca7408-USD@stampli.com,J&J Enterprises of Suffolk Corporation,CITI,Nacha,Bank,USD,475,475,475,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7354564,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1904967,payment,2026-04-28,2026-05-04,2026-05,852646273177618067786e9095d460f4105831f14d757c5134c@stampli.com,Fairfax Rehabilitation and Nursing Center,hrtgcs-377cb69e-f472-447e-8a84-8c5e9228fc35-USD@stampli.com,ApplicantSafe,CITI,Nacha,Bank,USD,150.6,150.6,150.6,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7352997,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1813651,payment,2026-04-28,2026-05-04,2026-05,8443094371768412740042ed98191c74a5c992e389419c3337e@stampli.com,"grg/tfg wacker, llc",gibsons-740268e6-4639-4072-8f15-ba0ebed36be9-USD@stampli.com,ALSCO,CITI,Nacha,Bank,USD,1510.16,1510.16,1510.16,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7353452,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1813637,payment,2026-04-28,2026-05-04,2026-05,113781214176841185235f1252f57f4495b8bd9228ba63a2b05@stampli.com,Boothby Therapys Services,pointquestgroup-2380a589-d693-467e-adfd-02f0887acb6a-USD@stampli.com,Lakes Region Computer,CITI,Nacha,Bank,USD,289.96,289.96,289.96,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7356192,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1418280,payment,2026-04-28,2026-05-04,2026-05,3408611211728315281dca7c89deb9f471da5c2d09d8230abb8@stampli.com,Volunteers of American Ohio &amp; Indiana,voaohin-0f21aa45-521c-4fe1-a5c8-61733d188421-USD@stampli.com,T.A.C Investments LLC,CITI,Nacha,Bank,USD,445,445,445,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7344024,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1735703,payment,2026-04-27,2026-05-01,2026-05,81126947817615961206a63f3247bf14c3aa3544ae47da7e9e8@stampli.com,"CTAR, Inc.",brewculture-4c8fabf5-d66b-44ed-bb16-f5a4c416c921-USD@stampli.com,"ICC NTA, LLC",CITI,Nacha,Bank,USD,1728.7,1728.7,1728.7,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7354808,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1805373,payment,2026-04-28,2026-05-04,2026-05,5221656051767705693a6fc0f51d24143b9882a9fa9c8df50fc@stampli.com,Meridian Capital Group LLC,meridian-80bd037e-894d-4251-9df7-cb42dcc48b91-USD@stampli.com,International Council of Shopping Centers Inc.,CITI,Nacha,Bank,USD,4000,4000,4000,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7352794,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1904971,payment,2026-04-28,2026-05-04,2026-05,99118203017761806859cf28e0847594f3a9b411d958cc0b4e8@stampli.com,Lenoir Operator LLC,hrtgcs-c4e70a80-ce5f-4cb0-a1ce-ee80346253bc-USD@stampli.com,Abundant Alternatives LLC,CITI,Nacha,Bank,USD,230.4,230.4,230.4,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7337173,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1404228,payment,2026-04-25,2026-05-01,2026-05,56201916617264961125d6a449ff26947e08639b46b43f227e1@stampli.com,"SME, Inc. USA",smeincusa-223d11ce-1b68-453a-8d60-2085cb0cfc12-USD@stampli.com,NATIONAL SERVICE CORP,CITI,Nacha,Bank,USD,395,395,395,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7341231,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1905244,payment,2026-04-27,2026-05-01,2026-05,1116309151776191423bf348691d2224cc1bb8331a7672b919d@stampli.com,Yeshivah of Flatbush,yeshivah-32f599ac-c831-4e14-879f-089453026ba0-USD@stampli.com,AVE P APPETIZER & CATERING,CITI,Nacha,Bank,USD,133,133,133,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7342673,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1506252,payment,2026-04-27,2026-05-01,2026-05,201449792173954704638080b9e6466448392ec2aba0644b6e5@stampli.com,"Crouch Recreation, Inc.",crouchrec-00769dac-b9fd-4737-9974-f1f43d4f3f51-USD@stampli.com,"Kompan, Inc. - CROUCH RECREATION, INC.",CITI,Nacha,Bank,USD,18165,18165,18165,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7341642,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1875103,payment,2026-04-27,2026-05-01,2026-05,04377498517738784266ffeebc923c84f0dac6c3861b00a4fbc@stampli.com,"Texas Treatment Services, LLC",maricap-7e7e6f7f-4535-4590-adba-8b7b1104ce86-USD@stampli.com,VISTAPHARM,CITI,Nacha,Bank,USD,2825,2825,2825,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7352374,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1408287,payment,2026-04-28,2026-05-04,2026-05,4722189291727106327252f1c773023421d8937f016656eba90@stampli.com,Monarca Fund I LLC,monarca-d962300f-f7f8-45ea-86bb-68b9e23b92e5-USD@stampli.com,Ignacio Salazar,CITI,Nacha,Bank,USD,100,100,100,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
